10.831,4.203,10.435
10.711,3.5931,-1.1988
9.3921,5.6993,12.817
0.28013,0.8817,0.35781
0.95801,0.40894,-0.46946
1.049,-0.45739,-2.093
-1.7247,0.11412,-0.97639
10.322,1.4445,-2.1796
-4.4336,5.6684,1.2789
-3.2809,5.5292,1.4339
-1.7134,6.4036,2.868
9.1237,3.0651,-15.103
-6.6066,4.8919,-0.05095
9.3487,4.2159,2.2086
9.3879,-1.8488,0.3181
-4.9628,5.216,0.7581
-1.9934,5.5361,1.8476
-6.9745,5.186,0.13747
-7.9007,4.6048,-0.64363
-2.1682,6.3741,2.5181
9.0338,5.2574,-11.662
-3.9229,5.298,1.0895
9.4233,4.3595,-12.861
9.3629,9.313,1.6004
-0.86136,6.9574,3.4849
3.9506,9.3497,7.2826
10.03,5.0101,-1.9027
-3.022,5.7569,1.7639
8.4471,9.5168,12.573
9.8262,2.9304,4.6104
1.9035,7.779,5.0619
0.7573,0.64202,-0.46082
-7.0297,4.3566,-0.68
10.347,2.838,-0.85913
-1.6519,-0.8369,0.22551
-1.9854,6.0444,2.2514
11.864,4.4109,8.3902
-5.1494,5.0419,0.40691
0.48749,0.23604,-0.80298
8.511,5.4619,2.8853
1.4763,8.0684,5.2863
9.0358,1.2523,13.593
-1.9022,6.2334,2.4069
-0.38897,7.1777,3.7548
-5.8461,5.4342,0.8004
0.69441,-0.54354,-0.63959
-5.0021,5.4481,0.77259
-4.8224,6.3941,2.1233
-4.8157,4.6527,0.29185
2.0788,-0.34122,2.382
-3.7064,5.7877,1.4496
-3.5145,6.6862,2.7296
-5.4812,5.284,0.67354
0.18133,-0.65608,-0.61808
-8.6834,4.1192,-1.5064
9.8253,4.5365,18.165
-0.061154,-0.04319,0.34686
-4.0403,5.3303,1.2049
-1.1696,6.8116,3.1921
9.7705,2.7597,12.309
9.9188,0.080813,11.322
8.8451,2.7149,10.157
12.474,2.2716,1.8658
0.060761,-0.17377,0.69516
11.125,4.195,14.834
-5.2899,4.8091,0.29457
2.729,8.3022,5.9181
-5.4267,4.3711,-0.17908
-8.3993,3.7529,-1.6178
0.34152,6.4574,3.3365
-1.4737,-0.82215,0.26813
-0.1149,-0.92209,-1.5022
