3.1622,14.818,10.486
-4.6398,5.2461,0.96494
0.17378,0.40683,-0.3537
0.39267,-0.72398,-0.75379
-0.37661,0.15107,0.27713
9.7018,4.2811,-8.1358
0.10241,-0.40059,-1.2133
9.7788,1.1352,1.165
-0.72246,0.72409,0.23629
8.034,2.2777,-19.049
9.3283,3.573,12.282
-4.0051,6.9031,2.5776
9.2017,5.1033,15.777
-2.514,13.494,6.9508
0.73325,16.607,10.858
13.677,-11.748,23.63
9.8702,4.2792,11.07
-0.59224,-1.0349,0.66841
-2.3096,-1.1136,0.36103
8.0056,7.7532,13.378
10.64,1.6399,17.053
-0.74435,6.9585,3.5915
2.4877,14.048,9.7566
2.6485,16.332,11.362
14.872,-5.1322,24.505
10.225,-2.4454,4.3566
1.0541,12.756,8.3846
-0.44836,-0.50216,-0.68805
-7.0696,5.1005,-0.047772
-6.1231,5.3018,0.39995
9.2601,3.9085,16.699
0.52042,7.3361,4.3167
7.8809,2.9755,8.1513
10.117,4.7118,9.3189
11.04,4.1774,-6.758
-0.80496,6.707,3.2761
-5.7228,5.658,1.0537
-3.6156,9.9655,3.2145
9.8031,-1.2804,23.799
0.7449,6.8246,3.7913
-2.8412,9.8903,3.5073
1.0017,6.9643,4.0875
1.0155,0.48638,-0.30421
12.252,4.8083,1.6352
9.0642,2.1917,7.9322
-5.7433,5.3335,0.70558
-1.5136,6.2254,2.6583
-0.36049,9.4519,4.4115
0.62054,-1.9288,-0.4599
10.548,5.5601,20.021
8.2411,6.2157,11.964
8.4005,11.155,-1.6292
10.041,-0.23237,15.461
16.341,0.2636,26.221
-16.704,1.2367,22.986
1.7709,1.3687,0.26655
30.906,-7.5028,24.773
-5.014,6.3241,1.9852
0.18306,6.8517,3.2275
-0.31003,7.4485,4.0986
-1.3566,-0.19354,1.6553
17.775,-0.96437,25.121
1.7496,0.042332,0.92229
-0.99777,-0.23762,2.0905
-0.97367,-0.95898,0.7701
2.3016,8.0939,5.5976
-11.227,-3.4997,24.8
-4.7415,-5.0771,24.822
1.3791,0.6635,-0.3313
10.133,2.2778,24.474
-1.2393,15.121,8.3304
1.5389,7.6267,4.8382
10.115,6.3315,-14.431
-1.2753,2.3384,-1.6935
-0.15128,0.0036289,-0.92944
-1.3318,-5.0366,25.996
1.1926,11.74,6.9583
35.222,-5.8338,24.48
-4.2452,5.6593,1.351
-0.74318,-0.37877,0.9543
-2.3661,6.372,2.394
-0.69779,6.4231,2.9314
-3.0346,5.9291,1.7256
-0.06759,7.2398,4.0584
7.9331,-8.7088,25.403
5.5441,13.224,10.51
-3.6759,5.405,1.1211
-3.3596,6.0573,1.7539
-1.2719,9.4391,4.1751
2.9772,12.294,8.1084
15.702,-1.3,24.215
0.62189,8.3555,4.8491
9.3648,2.5638,12.992
-1.2886,-1.3686,0.338
3.5623,14.983,11.477
8.9342,1.1106,26.195
2.629,-3.3525,25.412
-0.63346,11.038,5.5238
-0.88441,8.2464,3.7726
-2.3568,-0.90664,24.405
4.3374,13.893,11.056
9.2665,4.0227,10.431
-1.1666,-0.32295,0.88184
1.1946,-0.98885,0.22993
-5.6115,5.5861,1.0348
28.763,5.3123,24.101
0.23453,-0.24167,-0.1075
1.8012,7.8829,4.9886
10.702,-0.36604,26.119
-1.4623,6.2829,2.5152
8.9861,2.8396,8.8216
2.8415,13.13,9.1888
10.738,11.113,16.148
3.081,7.8018,5.2723
10.203,6.9901,-3.9358
-4.5297,4.7851,0.35629
8.4898,9.8207,10.235
-2.8068,-0.298,-0.084772
-4.8612,15.145,7.1327
3.6974,8.3752,6.3393
8.7968,-3.0884,25.19
-0.85389,0.16474,0.25525
-0.47648,7.1288,3.7844
0.86642,8.5736,5.6013
0.38132,-1.6928,-1.1144
7.2632,3.4543,-4.8031
0.57126,12.641,7.7201
9.9464,5.8592,9.4138
-0.75719,0.083556,2.3231
0.64031,1.3202,-1.73
-1.1762,10.924,5.5184
28.253,-5.7784,24.912
-0.45394,-0.37194,-1.5595
-0.13636,-0.011747,-0.72326
-8.2879,3.93,-1.3823
10.899,7.7702,10.036
2.198,13.11,8.8604
4.3042,14.68,11.264
11.079,2.0897,7.1495
10.197,1.11,7.7753
1.0136,1.7996,0.8627
0.83218,-1.5201,1.0962
-1.8167,1.3383,1.1238
5.045,9.1554,7.4859
8.1735,6.7074,22.622
-3.4288,5.6669,1.5414
-0.24549,-0.08844,-0.18579
22.972,-6.6397,23.677
-0.27864,-2.7213,26.036
17.096,-5.9483,24.269
12.423,-7.2918,26.078
0.70257,0.29105,-1.8613
11.065,-12.479,22.926
7.0939,-5.4259,22.755
9.6633,3.641,-1.2365
1.3842,0.3877,-1.1777
15.33,-7.128,26.823
-5.9172,5.3545,0.54094
-5.5781,4.9938,0.3035
-0.44326,-1.5681,-1.1353
-0.078763,0.50574,-0.31631
-3.3258,5.9429,1.8144
-6.344,5.6325,1.0019
11.946,4.2092,4.272
5.5589,14.599,12.153
-7.0783,4.6268,-0.25192
5.9459,1.5253,24.216
0.76959,9.5269,5.3398
-1.6313,14.412,7.4817
0.5235,0.78896,1.5598
1.1214,10.577,7.8223
0.95331,-1.1185,-0.66583
-5.8448,4.6461,-0.13644
0.058615,0.10783,-0.53818
3.1781,8.1769,5.7154
-1.0996,-9.7118,23.364
-3.342,6.1274,1.9232
10.561,5.0769,21.964
-0.42685,12.152,6.1681
-1.5905,0.81994,0.21255
-1.063,0.47139,0.87435
6.2222,-5.5902,23.81
-5.0551,4.8273,0.30458
9.724,0.66414,24.973
0.11024,0.63036,0.82484
7.3946,-7.3646,25.899
8.2926,5.2885,6.9834
9.7462,6.0055,7.0744
-5.7567,5.2185,0.40822
-3.3606,12.573,5.5096
1.8626,9.6939,5.7842
3.1301,12.431,8.2789
2.3976,18.092,12.88
3.8962,9.8047,7.6389
-7.1309,3.934,-0.94903
-0.45638,-0.6761,0.76723
1.1127,6.9119,3.6701
5.2519,14.198,11.991
-0.97813,6.8871,3.5843
-0.39539,7.4597,4.1943
-10.699,-4.3623,24.897
8.3541,8.08,15.838
0.53277,-0.10409,0.045545
10.86,11.838,11.333
2.0055,8.6462,5.706
13.61,-3.759,24.417
25.02,-0.84462,26.574
3.0855,17.996,12.594
1.0867,-5.9613,25.321
4.1094,12.132,9.4322
-3.5413,4.7553,0.66716
22.353,-4.9049,25.376
2.6025,-4.2628,23.25
-0.023274,1.1518,1.4431
-0.75047,7.5186,4.3402
-3.5802,-10.963,24.532
25.619,5.0399,26.456
-1.2787,0.23053,0.40878
15.144,-2.761,24.301
0.92471,-2.2482,-0.13281
5.5261,-3.9232,24.46
10.452,1.072,-5.4692
-14.295,-6.988,27.061
-0.18733,0.55623,-0.88088
-0.37076,0.70031,-1.1657
16.408,-2.5172,25.48
-2.5376,6.619,2.8926
-13.099,-4.6077,23.495
25.742,-3.2883,24.41
-1.1562,6.0713,2.4865
10.848,6.1955,15.13
-3.598,6.6,2.6603
-0.029501,10.964,6.4991
0.72626,8.2389,3.7084
-5.2132,5.9846,1.4177
-4.0601,5.8148,1.4354
10.306,4.3865,3.3321
15.728,-1.2839,26.395
2.3885,0.65625,0.23929
10.734,2.1258,-2.8545
-8.8336,3.183,-2.4409
-2.7902,5.5852,1.4794
2.5986,14.724,10.773
-1.3125,-0.63722,-1.1558
9.4048,2.4243,0.2993
0.027142,1.6847,0.43412
-2.2105,5.8296,1.9184
1.464,8.1276,5.0996
10.091,5.6733,18.926
9.3461,0.81524,-24.658
-3.3638,6.3206,2.1096
9.3855,-4.3578,2.471
-0.45332,9.1606,4.1803
-0.77022,12.958,7.3839
-0.49858,7.1944,3.7395
5.6918,7.3197,5.8729
9.0556,4.8813,3.1109
0.27044,12.174,6.3002
8.8757,0.34454,30.883
23.507,-5.8291,27.243
-4.0574,12.278,4.8076
-3.588,5.9937,1.7898
1.1684,-1.012,0.21807
1.3402,9.6011,5.7427
17.467,-4.1292,26.431
0.58248,1.2249,-1.8021
9.2848,2.0178,7.7667
4.7758,3.3357,3.2901
5.6271,12.562,10.743
-7.3375,3.8353,-1.158
0.29669,13.936,9.002
-1.8011,0.58574,1.0096
1.2298,6.6353,3.7122
1.0482,7.7801,4.9836
-6.044,4.4089,-0.20418
-4.1049,5.7936,1.5894
2.6444,13.26,9.0226
11.538,4.5207,1.7657
18.41,-5.9785,25.389
-0.92411,6.6432,3.1251
-0.60334,0.77533,-2.7011
15.326,1.1175,23.565
2.5114,8.6674,6.1066
8.7811,3.5725,9.8568
0.85594,7.6949,3.9752
1.0361,-0.25368,1.8417
8.5332,15.389,14.266
0.76798,-0.34537,0.47859
0.57301,-7.9402,26.503
10.515,10.26,-2.2864
1.8028,7.9704,5.216
-13.15,-1.8382,25.432
1.536,-1.644,0.059196
-0.79858,11.145,4.6491
9.4749,2.1625,6.9594
10.628,1.2072,13.495
1.9053,8.4728,5.8414
2.5561,9.4309,6.6109
9.9548,13.648,13.573
-1.1753,0.21871,-0.61513
9.9807,1.3719,13.882
0.57831,0.071275,0.7131
-3.8988,4.9041,0.4124
0.38561,-1.6975,-0.95585
-0.046047,4.6576,25.878
10.159,12.133,2.8775
2.2265,11.772,7.8967
1.8354,0.32657,-0.86039
16.567,-2.0531,23.932
-0.046178,0.74993,-0.95461
2.8181,-1.5546,-0.278
11.442,6.2673,-1.3145
4.9152,13.739,11.197
10.746,-4.209,24.903
18.765,-8.6665,26.789
10.365,-5.6357,-12.523
19.014,-9.1735,23.13
1.0628,0.051852,1.5482
7.7808,14.912,12.533
-3.8188,15.948,7.33
-1.4958,11.686,4.9026
-1.1853,-0.057547,1.1329
10.473,-7.8963,25.471
-6.98,4.2324,-0.8829
1.2683,15.191,10.238
-2.7149,6.4235,2.4146
0.73329,-0.46307,-0.20358
-5.7818,4.973,0.38635
10.737,0.73292,11.3
-1.5189,1.2649,-0.94846
0.097701,8.9319,4.5906
21.533,-5.0376,24.912
3.7831,6.8841,5.1913
10.703,-0.97587,11.079
9.3105,16.972,15.945
3.3919,11.406,8.2122
10.177,5.6422,0.72036
21.584,-5.9445,23.689
9.0896,3.1813,16.739
0.91849,16.161,9.9602
-0.48256,-0.68714,-0.45011
10.425,1.4131,-5.185
0.90741,-4.5029,25.157
10.788,2.9972,-3.8666
0.17884,6.7285,3.3329
